11,23851787,6.54617345804033
11,23851788,6.80552096006508
11,23851789,7.11674824042896
11,23851790,7.43867266312536
11,23851791,7.68582112906489
11,23851792,8.0493717908539
11,23851793,8.32958511542347
11,23851794,8.58588914312818
11,23851795,8.87531291351731
11,23851796,9.1236374451335
11,23851797,9.28191579938998
11,23851798,9.49529296881072
11,23851799,9.55149786317734
11,23851800,9.69071261893787
11,23851801,9.82775527762892
11,23851802,9.99410054960306
11,23851803,10.1939410535138
11,23851804,10.3277622227225
11,23851805,10.6027279689443
11,23851806,10.7036574846612
11,23851807,10.8606474850957
11,23851808,11.0935036697804
11,23851809,11.223358017717
11,23851810,11.3764498038998
11,23851811,11.5274070792051
11,23851812,11.7918177666147
11,23851813,11.9313244864318
11,23851814,12.0900444530241
11,23851815,12.2080942856853
11,23851816,12.3921644592838
11,23851817,12.5313090712055
11,23851818,12.7236755881241
11,23851819,12.8011995303865
11,23851820,13.0447095137821
11,23851821,13.1540355308059
11,23851822,13.334845299402
11,23851823,13.4834907615966
11,23851824,13.5902735367175
11,23851825,13.7271524135305
11,23851826,13.9496745632183
11,23851827,14.1160589537482
11,23851828,14.3789439768232
11,23851829,14.4886311040564
11,23851830,14.6312028289446
11,23851831,14.7781027476911
11,23851832,14.9590919322128
11,23851833,15.1535088833223
11,23851834,15.3282940985594
11,23851835,15.5060835533259
11,23851836,15.681375351374
11,23851837,15.7274141601745
11,23851838,15.905322184874
11,23851839,16.058803735855
11,23851840,16.2300552653278
11,23851841,16.3723945761909
11,23851842,16.4929180916643
11,23851843,16.7768865635151
11,23851844,16.8152205544528
11,23851845,16.9466208064259
11,23851846,17.1124224744277
11,23851847,17.3022293821434
11,23851848,17.4570039819232
11,23851849,17.634742594977
11,23851850,17.8972625183468
11,23851851,18.0237597840074
11,23851852,18.0385679312502
11,23851853,18.1829439705296
11,23851854,18.2999373264524
11,23851855,18.4676804541896
11,23851856,18.6416502758461
11,23851857,18.8762481667024
11,23851858,18.9736844302652
11,23851859,19.0249894163651
11,23851860,19.1290762865203
11,23851861,19.2504487446379
11,23851862,19.3461405265039
11,23851863,19.4527096593756
11,23851864,19.6331566805757
11,23851865,19.7466599168848
11,23851866,19.7553180077719
11,23851867,19.8104838538626
11,23851868,19.9428196134255
11,23851869,20.0902234986601
11,23851870,20.1876580097537
11,23851871,20.2765726633984
11,23851872,20.4784624139282
11,23851873,20.5077932134561
11,23851874,20.661673895868
11,23851875,20.7947249935489
11,23851876,20.9340913168298
11,23851877,21.0079957590099
11,23851878,21.0882344244907
11,23851879,21.2351028515516
11,23851880,21.3137362414114
11,23851881,21.363849283051
11,23851882,21.4521541072914
11,23851883,21.4972328865996
11,23851884,21.5807619371873
11,23851885,21.649818806524
11,23851886,21.8193894984876
11,23851887,21.912673859774
11,23851888,21.9622564969936
11,23851889,22.0223212181529
11,23851890,22.1630795456865
11,23851891,22.3119679302642
11,23851892,22.4083638446718
11,23851893,22.5758462897208
11,23851894,22.756845411932
11,23851895,22.6704790325326
11,23851896,22.7189324016641
11,23851897,22.8094917196123
11,23851898,22.8872921801144
11,23851899,23.0128760404193
11,23851900,22.9963579122276
11,23851901,23.0732279968567
11,23851902,23.1381700245901
11,23851903,23.1856690766451
11,23851904,23.2921401340254
11,23851905,23.4237458235074
11,23851906,23.4945243325171
11,23851907,23.5646197722108
11,23851908,23.6478425515588
11,23851909,23.7252190855165
11,23851910,23.9071123335762
11,23851911,23.9026933999366
11,23851912,23.9854980487634
11,23851913,24.0892086648113
11,23851914,24.1708515764073
11,23851915,24.3032917194111
11,23851916,24.3235580003777
11,23851917,24.4110366863105
11,23851918,24.5249409081332
11,23851919,24.5746584130318
11,23851920,24.683233706264
11,23851921,24.7754648000378
11,23851922,24.9548046406298
11,23851923,25.0508727352711
11,23851924,25.1298814295131
11,23851925,25.2616524249577
11,23851926,25.4248364825165
11,23851927,25.5776050110894
11,23851928,25.7136012699471
11,23851929,25.8320130780205
11,23851930,25.9918569848346
11,23851931,25.944183409821
11,23851932,25.9686358595786
11,23851933,26.0061812159312
11,23851934,25.9770430991197
11,23851935,26.0022978356651
11,23851936,26.0167623763924
11,23851937,25.9397871427386
11,23851938,25.9674031356701
11,23851939,26.0124830183434
11,23851940,26.0662484956589
11,23851941,26.120428477711
11,23851942,26.1020962192069
11,23851943,26.1692010400171
11,23851944,26.2193378762076
11,23851945,26.2609014828349
11,23851946,26.4004637494763
11,23851947,26.4285531639227
11,23851948,26.4523463869434
11,23851949,26.4708734857455
11,23851950,26.5639435326184
11,23851951,26.6864802588793
11,23851952,26.7193669867991
11,23851953,26.7210547076798
11,23851954,26.8122673549599
11,23851955,26.8722906438726
11,23851956,26.9837805699464
11,23851957,26.9785643594421
11,23851958,26.9930919397699
11,23851959,27.062368932647
11,23851960,27.069475423523
11,23851961,27.0823900670076
11,23851962,27.1821656122164
11,23851963,27.1783040006491
11,23851964,27.18968025392
11,23851965,27.2494546023406
11,23851966,27.2627829481288
11,23851967,27.3086788416595
11,23851968,27.3884480632739
11,23851969,27.4348581278719
11,23851970,27.3430706070475
11,23851971,27.2992393720553
11,23851972,27.1910221303788
11,23851973,26.3031613143009
11,23851974,24.2545466105803
11,23851975,23.4004326126949
11,23851976,23.2022303102273
11,23851977,23.0403268604411
11,23851978,23.0238200619916
