1431027007.22802,203.42,15.58
1431027009.22677,204.2,15.47
1431027011.22967,216.63,15.47
1431027013.2283,220.58,15.64
1431027015.22712,203.92,15.35
1431027019.22882,211.3,15.77
1431027021.22755,219.81,15.59
1431027025.22909,203.09,15.59
1431027027.22792,204.48,15.65
1431027029.22664,219.06,15.74
1431027031.22946,220.39,15.64
1431027033.22821,205.05,15.63
1431027035.23094,207.8,15.58
1431027037.2299,220.38,15.9
1431027039.22851,214.78,15.63
1431027041.23139,203.38,15.73
1431027043.23012,215.2,15.57
1431027045.23286,221.73,15.66
1431027047.23165,204.97,15.65
1431027049.23044,203.25,15.71
1431027051.22927,217.17,15.61
1431027053.23202,221.56,15.74
1431027055.23082,219.45,15.8
1431027057.22961,203.2,15.66
1431027059.2324,204,15.76
1431027483.27402,217.69,13.88
1431027487.27565,202.39,13.74
1431027489.27435,199.72,13.7
1431027493.27594,208.73,13.7
1431027495.27474,213.14,13.61
1431027497.27345,212.39,13.81
1431027503.27392,218.47,13.72
1431027505.2766,215.72,13.68
1431027507.27547,219.17,14.25
1431027509.27421,220.13,14.25
1431027513.27569,219.73,14.23
1431027515.2745,217.17,14.42
1431027517.27738,218.95,14.21
1431027519.27605,219.55,14.5
1431027523.27768,220.41,14.07
1431027525.27649,220.31,14.24
1431027527.27515,217.11,14.37
1431027951.32538,201.47,15.81
1431027953.32808,199.41,15.78
1431027955.32686,215.08,15.93
1431027957.32566,217.08,16.1
1431027961.32314,217.5,16.11
1431027963.32602,206.03,16.11
1431027965.3288,204.3,15.79
1431027967.32754,214.53,16.03
1431027969.32627,216.61,16.16
1431027971.32913,217.5,15.93
1431027973.32798,218,15.7
1431027975.32677,198.67,15.83
1431027977.32947,197.8,15.73
1431027979.32826,204.59,16.19
1431027981.32704,216.48,15.82
1431027983.32978,215.67,15.94
1431027985.32859,199.16,16.29
1431027987.33143,198.25,16.08
1431027989.33028,199.36,16.13
1431027993.32762,215.11,16.49
1431027995.33039,200.05,16.27
1431028421.38333,200.31,18.51
1431028427.38371,217.06,18.68
1431028431.38129,200.77,18.31
1431028433.38418,215.45,18.42
1431028879.44106,215.94,19.83
1431028883.44274,204.42,19.76
1431028885.44135,207.27,19.6
1431028887.44015,216.59,19.78
1431028889.44304,214.84,19.74
1431028891.4418,205.05,19.9
1431028893.44459,203.44,19.74
1431028895.44339,215.66,19.79
1431028899.4449,219.17,19.58
1431028901.44367,205.92,19.58
1431028919.44475,219.11,19.93
1431029337.503,220.38,21.24
1431029339.50572,208.95,21.31
1431029345.5061,221,21.25
1431029347.5049,220.64,21.27
1431029349.50757,208.13,21.52
1431029351.50639,207.17,21.29
1431029353.50518,212.7,21.48
1431029357.50671,220.55,21.35
1431029359.5055,219.98,21.25
1431029363.5072,204.33,21.15
1431029369.50754,217.38,21.31
1431029371.50625,204.73,21.19
1431029383.50683,203.88,21.24
1431029807.56927,211.06,22.33
1431029811.57099,220.78,22.19
1431029815.56854,208.16,22.25
1431029817.56733,217.47,22.47
1431029819.56601,219.47,22.43
1431029821.56887,219.56,22.22
1431029823.56761,221.13,22.27
1431029827.56933,213.69,22.04
1431029829.56796,219.77,22.39
1431029831.56673,218.8,22.24
1431029833.56953,207.77,22.15
1431029835.56838,207.83,22.17
1431029839.56993,219.56,22.17
1431029841.56873,219.06,22.52
1431029845.57029,207.36,22.29
1431030223.62473,201.42,22.96
1431030225.62351,201.86,22.89
1431030231.62386,202.58,23.2
1431030233.62267,199.97,23.06
1431030235.6255,203.86,23.28
1431030237.62426,215.81,23.26
1431030239.62703,214.08,23.23
1431030241.62597,200.94,23.07
1431030243.62463,199.05,23.15
1431030245.62745,212.03,23.1
1431030247.62609,212.5,22.92
1431030249.62901,201.36,23.13
1431030251.62779,198.27,23.1
1431030253.62657,207.61,23.11
1431030255.62934,213.55,23.11
1431030257.62814,205.94,23.17
1431030259.63102,199.52,23.14
1431030261.62967,201.53,23.08
1431030263.62847,213.33,23.07
1431030265.62716,214,22.98
1431030267.63012,203.02,23.22
1431030269.62869,203.86,23.02
1431030271.63156,219.2,22.95
1431030273.63035,218.58,22.92
1431030279.63069,218.39,22.95
1431030281.62943,219.69,22.98
1431030669.68172,209,23.56
1431030671.68455,221.45,23.59
1431030673.68338,220.47,23.6
1431030675.68611,208.5,23.63
1431030677.68491,205.52,23.72
1431030679.68374,220.36,23.63
1431030681.68243,220,23.66
1431030683.68527,207.88,23.59
1431030685.68401,206,23.57
1431030687.68688,215.36,23.68
1431030689.68568,221.78,23.65
1431030691.68835,207.58,23.76
1431030693.68716,206.72,23.6
1431030695.68598,211.7,23.68
1431030697.68887,220.23,23.6
1431030699.68754,210.91,23.57
1431030701.69024,207.31,23.5
1431030703.68921,209.19,23.58
1431030705.68798,221.28,23.39
1431030707.69074,221.3,23.63
1431030709.68953,208.25,23.48
1431030711.68829,205.25,23.75
1431030713.691,220.45,23.53
1431030717.6886,208.39,23.64
1431030719.69137,206.11,23.6
1431030721.69017,214.81,23.6
1431031131.74535,208.8,24.31
1431031133.74413,221.77,24.02
1431031135.7468,217.97,24.14
1431031137.74567,208.44,23.96
1431031139.74829,209.7,24.18
1431031141.74719,222.25,24
1431031143.74594,219.33,23.95
1431031145.74472,209.42,24.17
1431031147.74743,208.39,24.31
1431031149.74627,223.27,23.99
1431031151.74908,223.05,24.04
1431031153.7479,211.08,24.26
1431031155.74672,206.63,24.1
1431031157.74551,222.02,24.06
1431031159.74824,224.09,24.1
1431031161.74703,210.73,23.98
1431031163.7498,208.03,24.09
1431031165.74853,215.52,23.89
1431031167.75135,223.16,23.81
1431031579.80101,224.17,24.3
1431031585.80132,208.95,24.34
1431031587.80416,224.56,24.26
1431031589.80297,224.34,24.39
1431031591.80177,211.94,24.44
1431031593.80459,207.58,24.36
1431031595.80331,223.02,24.31
1431031601.80363,207.45,24.18
1431031607.80405,213.38,24.18
1431031613.80436,224.16,24.29
1431031975.85243,224.27,24.63
1431031985.85447,212.03,24.69
1431031991.85481,224.66,24.59
1431031993.85356,212.11,24.39
1431031995.85645,207.73,24.7
1431031997.85507,219.84,24.74
1431031999.85794,224.78,24.57
1431032001.8567,212.08,24.67
1431032003.85551,208.77,24.71
1431032005.8543,218.86,24.78
1431032007.85705,225.02,24.82
1431032009.85978,212.23,24.62
1431032011.85857,209.28,24.45
1431032013.85735,220.55,24.69
1431032015.8602,225.05,24.59
1431032017.85902,212.22,24.8
1431032019.86179,208.09,24.67
1431032021.86075,223.28,24.52
1431032023.85934,224.7,24.62
1431032025.85809,210.73,24.56
1431032027.86089,209.47,24.7
1431032029.85975,224.14,24.67
1431032031.86258,207.86,24.52
1431032033.8613,207.84,24.47
1431032035.86403,216.64,24.5
1431032043.86316,222.11,24.6
1431032451.91541,208.3,24.98
1431032453.91421,206.53,24.85
1431032457.91583,209.72,24.87
1431032459.91455,204.86,24.94
1431032461.91724,218.39,24.99
1431032463.91604,213.3,24.99
1431032465.91482,208.58,25.02
1431032467.91777,218.86,25
1431032469.91651,224.45,25.04
1431032471.91516,216.72,24.77
1431032475.91678,223.55,24.99
1431032477.91555,223.92,24.88
1431032479.91831,210.34,24.81
1431032481.91712,206.58,24.94
1431032483.91593,223.23,25.07
1431032485.91468,209.44,25.19
1431032487.91742,203.31,24.86
1431032489.91624,222.02,25.1
1431032491.91907,207.66,24.94
1431032493.91785,203.42,24.88
1431032497.9194,206.42,25.25
